Intersection,All_Motorized_Vehicles_AADT_24Hour_Volume,Percent_Trucks,Pedestrians_Not_Factored,Bicycles_Not_Factored,Date_Collected,X,Y,LAT,LONG,FID
BANK ST @ ROTARY WAY,24127,0.0486,22,0,1.57544E+12,375523.54,5021226.12,45.32742057,-75.59778293,600
BANK ST @ SLATER ST,21731,0.0613,17241,183,1.57535E+12,367424.7024,5031354.577,45.41932332,-75.69980443,601
BANK ST @ SPRINGHILL RD,7096,0.0767,0,0,1.57414E+12,385125.7848,5006291.377,45.19201383,-75.47772038,602
BANK ST @ ST. BERNARD ST,18509,0.0407,113,10,1.55539E+12,373004.7398,5023708.499,45.35000543,-75.62956918,603
BANK ST @ STRATHCONA AVE,18280,0.0463,1083,29,1.55176E+12,368138.7099,5030028.559,45.40732797,-75.69085242,604
BANK ST @ WAVERLEY ST,12170,0.049,3142,205,1.55539E+12,367849.7136,5030672.571,45.41314868,-75.69446159,605
BANKFIELD RD @ FIRST LINE RD,11062,0.0914,0,0,1.55677E+12,366735.6956,5009189.387,45.2199453,-75.71137917,606
BANKFIELD RD @ FIRST LINE RD,9378,0.0811,0,1,1.55133E+12,366735.6956,5009189.387,45.2199453,-75.71137917,607
ELGIN ST @ ISABELLA ST,9838,0.0259,792,95,1.57474E+12,368614.7122,5030489.573,45.41143279,-75.68471246,608
ELGIN ST @ LAURIER AVE,30520,0.03,9606,151,1.55124E+12,367948.7099,5031549.576,45.42103076,-75.69308453,609
ELGIN ST @ LAURIER AVE,24769,0.0344,16842,2837,1.55962E+12,367948.7099,5031549.576,45.42103076,-75.69308453,610
ELGIN ST @ QUEEN ST,23987,0.0801,6267,164,1.57535E+12,367804.7025,5031779.578,45.42311322,-75.69489506,611
ELGIN ST @ SLATER ST,30794,0.0431,6978,168,1.57535E+12,367890.7077,5031646.575,45.42190876,-75.69381318,612
ELGIN ST @ SOMERSET ST,7951,0.0616,5773,46,1.55193E+12,368164.7086,5031198.572,45.41785301,-75.69036991,613
ELLENDALE CRES @ LANARK AVE,3284,0.0289,183,56,1.57189E+12,363463.6947,5029087.558,45.39926846,-75.75068201,614
EMMETT RD @ FRENCH HILL RD,759,0.1079,2,0,1.57414E+12,395181.822,5038823.538,45.48348424,-75.3438232,615
ESCADE DR @ LEIKIN DR,6158,0.0247,180,84,1.56031E+12,366779.7086,5016801.442,45.28843445,-75.70986953,616
ESSON ST @ HUNT CLUB RD,27648,0.0519,2,3,1.55305E+12,374639.7381,5025907.521,45.36963037,-75.60839507,617
ESTERLAWN PRIV @ FAIRLAWN AVE,5082,0.0329,86,19,1.57172E+12,362019.6862,5025559.528,45.36764315,-75.76953392,618
EWING ST @ JOHNSTON RD,5228,0.0326,162,53,1.57068E+12,373637.7405,5026421.531,45.37435434,-75.62111386,619
FABLE ST @ SHERWAY DR,6020,0.0378,246,59,1.57068E+12,362571.6802,5015275.435,45.27506189,-75.7636874,620
FALAISE RD @ FISHER AVE,18202,0.032,46,2,1.55124E+12,366775.7082,5024561.521,45.35825889,-75.70894933,621
FALLOWFIELD RD @ DWYER HILL RD,5177,0.0475,1,7,1.55616E+12,344781.5077,5002945.394,45.16534642,-75.99140618,622
FALLOWFIELD RD @ HOLITMAN DR,24900,0.029,39,28,1.57068E+12,363742.6858,5017134.444,45.29169207,-75.74854315,623
FALLOWFIELD RD @ TRANSITWAY/VIARAIL,25411,0.0442,111,48,1.57068E+12,364467.657,5017549.206,45.2953629,-75.73925145,624
FARMERS WAY @ NINTH LINE RD,956,0.0762,3,0,1.57466E+12,383785.8041,5022132.497,45.33469437,-75.49225249,625
FEATHERSTON DR E @ KILBORN AVE E,8215,0.0373,255,313,1.57051E+12,372290.7323,5027963.54,45.38835976,-75.63809902,626
FERNBANK RD @ JINKINSON RD,2317,0.133,0,9,1.5566E+12,345895.5257,5007661.4,45.20771967,-75.97684707,627
FERNBANK RD @ ROMINA ST,8879,0.0417,34,0,1.55073E+12,354467.6389,5015279.886,45.27572109,-75.86696787,628
FERNBANK RD @ STITTSVILLE MAIN ST,11250,0.0567,95,13,1.5566E+12,350934.5888,5012161.404,45.24790064,-75.91228501,629
FIELDING DR @ MCCARTHY RD,8365,0.0359,68,2,1.54952E+12,369366.7197,5025039.517,45.36232594,-75.67581889,630
FIFTH AVE @ QUEEN ELIZABETH DRWY,10668,0.0131,854,514,1.56532E+12,368836.6789,5029657.739,45.40392795,-75.68198498,631
FIFTH AVE @ QUEEN ELIZABETH DRWY,10363,0.0078,1623,454,1.56541E+12,368836.6789,5029657.739,45.40392795,-75.68198498,632
FIFTH AVE/CRAIG ST @ PERCY ST,4299,0.0175,762,423,1.55547E+12,367965.7097,5029141.563,45.39936269,-75.69317588,633
FINDLAY CREEK DR @ BANK ST,19504,0.0587,47,1,1.57544E+12,375847.4734,5020459.965,45.32049431,-75.59376097,634
FINDLAY CREEK DR @ WHITE ALDER AVE,7930,0.0409,43,1,1.57604E+12,374691.5389,5019724.588,45.31399368,-75.60860732,635
FIRST LINE RD/RIDEAU VALLEY DR @ ROGER STEVENS,8870,0.0708,1,0,1.57371E+12,371492.6992,5002412.333,45.15853151,-75.65172149,636
FISHER AVE @ TRENT ST,18840,0.0296,178,35,1.57362E+12,365783.6994,5026928.54,45.37964386,-75.72131784,637
FLAMBOROUGH WAY @ HALTON TER,2770,0.0592,141,1,1.57362E+12,349273.6083,5023340.513,45.34860068,-75.93244073,638
FLEMING AVE @ HAIG DR,7457,0.0259,95,64,1.57051E+12,372484.7327,5028253.538,45.39095032,-75.63558201,639
FLEWELLYN RD @ MUNSTER RD E,3368,0.0764,8,6,1.5566E+12,346145.524,5006067.386,45.19336127,-75.97379692,640
FLEWELLYN RD @ SHEA RD,5501,0.064,0,0,1.55073E+12,352993.6002,5012174.405,45.24787964,-75.88605519,641
FLORA ST @ KENT ST,18544,0.019,762,34,1.55357E+12,367828.7134,5030323.567,45.41001035,-75.69477449,642
FOOTHILLS DR @ NORTHSIDE RD,4075,0.0386,1,2,1.55668E+12,358601.6619,5021354.486,45.33007679,-75.81362262,643
FOREST HILL AVE @ PRINCE OF WALES DR,24092,0.0257,138,21,1.57362E+12,366819.713,5026290.528,45.37381223,-75.70817069,644
FOREST VALLEY DR @ MEADOWGLEN DR,6581,0.0291,129,7,1.55366E+12,379849.7393,5035214.58,45.45283036,-75.54047392,645
FOREST VALLEY DR @ ORLEANS BLVD,17310,0.0375,100,0,1.54692E+12,380258.7487,5034819.572,45.44923233,-75.53530599,646
FOREST VALLEY DR @ RIVERMILL CRES N,6039,0.0253,85,2,1.55366E+12,379590.7421,5035860.582,45.45867037,-75.54368655,647
FORTUNE ST @ PERTH ST,8540,0.0509,18,1,1.5566E+12,356300.607,5005848.345,45.1907217,-75.8445838,648
FOURTH AVE @ O'CONNOR ST,3235,0.0231,663,678,1.56938E+12,368678.7109,5029661.564,45.40397679,-75.68400219,649
FOURTH LINE RD @ LOCKHEAD RD,2295,0.0693,0,5,1.57128E+12,367864.6595,4997791.277,45.11728408,-75.69844544,650
FOURTH LINE RD @ POLLOCK RD,1534,0.0962,1,0,1.57371E+12,364308.6525,5001734.307,45.15307262,-75.74316918,651
FOURTH LINE RD @ PRINCE OF WALES DR,6900,0.0583,7,0,1.57595E+12,366274.6558,4999562.278,45.13335992,-75.71843496,652
FRANK BENDER ST @ JEANNE D'ARC BLVD,24870,0.0271,145,1,1.54692E+12,381870.7507,5035883.574,45.45862946,-75.51453384,653
FRANK KENNY RD @ FRENCH HILL RD,4558,0.1039,0,1,1.57414E+12,388577.7971,5036030.538,45.45917967,-75.42876354,654
FRANK KENNY RD @ GIROUX RD,4813,0.1116,0,0,1.57414E+12,389513.7998,5033755.529,45.43859876,-75.4171891,655
FRANK KENNY RD @ RUSSELL RD,10621,0.0745,1,10,1.55616E+12,392562.8487,5026365.475,45.37173542,-75.37953887,656
FRANK KENNY RD/TED KELLY LANE @ OLD MONTREAL R,5295,0.0217,4,0,1.56696E+12,386380.7583,5040874.586,45.50302141,-75.45604689,657
FRANKTOWN RD @ DWYER HILL RD,6661,0.0583,5,4,1.5566E+12,348404.5241,4998730.347,45.12720248,-75.94568859,658
FRANKTOWN RD @ MUNSTER RD,5481,0.0583,0,2,1.5566E+12,350728.5458,5000781.325,45.14551109,-75.91595818,659
FRASER AVE @ BYRON AVE,3792,0.0115,406,366,1.5604E+12,362504.294,5027656.155,45.38646863,-75.76310293,660
GALETTA SIDE RD @ LOGGERS WAY,2290,0.053,3,3,1.55426E+12,325001.5438,5032562.664,45.43270551,-76.24181115,661
GALETTA SIDE RD @ STONECREST RD,1406,0.0723,1,3,1.55426E+12,330967.6024,5037783.668,45.47948814,-76.16528438,662
GALETTA SIDE RD @ TYNDAL ST,2272,0.0418,15,0,1.55426E+12,323856.5204,5031653.656,45.42455797,-76.25648033,663
GALETTA SIDE RD @ UPPER DWYER HILL RD,956,0.0703,0,0,1.55073E+12,320846.4696,5028844.645,45.39935657,-76.29503638,664
GALETTA SIDE RD @ WOODKILTON RD,1528,0.0461,5,1,1.55426E+12,332712.5921,5039508.674,45.49494264,-76.14286618,665
GALETTA SIDE RD N @ HIGHWAY 15,2656,0.0648,0,0,1.55426E+12,319636.4494,5027903.644,45.39091561,-76.31052034,666
GARDENWAY DR @ THICKET WAY,2187,0.0808,88,29,1.56809E+12,384512.7532,5036646.558,45.46519765,-75.48063342,667
GARFIELD AVE @ MAITLAND AVE,36511,0.0177,48,9,1.54813E+12,363342.6918,5025562.528,45.36756089,-75.75264551,668
GARLANDSIDE RD @ RUSSLAND RD,2651,0.0467,0,0,1.57405E+12,400749.924,5024519.447,45.35405439,-75.27539654,669
GARVIN RD @ HUNTLEY RD,3309,0.0758,0,1,1.5712E+12,355984.6139,5007387.363,45.2045933,-75.84844695,670
GENEST ST @ MARIER AVE,4130,0.0611,539,108,1.57172E+12,369780.7111,5033813.604,45.44123381,-75.66937885,671
BRITANNIA RD @ ROWATT ST,1480,0.052,45,28,1.56705E+12,359645.6715,5025858.536,45.37052341,-75.79980505,672
GEORGE ST @ DALHOUSIE ST,14895,0.0555,4591,63,1.55314E+12,368157.6976,5032315.59,45.42790419,-75.69031582,673
GEORGINA DR @ MOUNTAINVIEW AVE,3817,0.0301,154,62,1.57172E+12,361696.682,5025283.521,45.36518596,-75.77368884,674
GILCHRIST ST @ SPENCER ST,2394,0.0123,290,192,1.56023E+12,364349.6961,5029160.555,45.39985048,-75.7393572,675
GILMOUR ST @ PERCY ST,1624,0.0182,505,300,1.56567E+12,367200.6946,5030422.567,45.41095739,-75.70278445,676
GLADSTONE AVE @ LEBRETON ST,13041,0.0346,724,514,1.56938E+12,366855.7004,5029922.569,45.40648923,-75.70725452,677
GLADSTONE AVE @ MELROSE AVE,5485,0.0463,630,80,1.5731E+12,365587.6946,5029279.557,45.40081483,-75.72353072,678
GLADSTONE AVE @ SPADINA AVE,5665,0.0431,339,88,1.5731E+12,365901.6998,5029436.562,45.40220019,-75.71950071,679
GLEN ST @ VICTORIA ST,8638,0.0526,29,7,1.57595E+12,385041.8004,5010921.414,45.23368195,-75.47804316,680
GLENVIEW AVE @ RIVERDALE AVE,7214,0.0343,79,7,1.55124E+12,369324.711,5029411.559,45.40166809,-75.67578364,681
GOLDEN ASH LANE @ STAGECOACH RD,8034,0.0885,1,1,1.5712E+12,375754.7458,5013689.442,45.25958493,-75.59591201,682
GOLDEN AVE @ RICHMOND RD,12300,0.0386,1526,203,1.57189E+12,362862.6892,5028026.546,45.38977174,-75.75848294,683
GOLFLINKS DR @ BLACKSHIRE CIRC/PONDHOLLOW WAY,2095,0.0508,129,23,1.57068E+12,365846.8485,5013406.734,45.25797065,-75.72217811,684
GOLFLINKS DR E @ JOCKVALE RD,19388,0.0247,31,12,1.56938E+12,366031.0335,5012609.967,45.25078534,-75.71992972,685
GRANT CARMAN DR @ VIEWMOUNT DR,10335,0.0484,216,3,1.55064E+12,365434.7047,5023081.508,45.34505921,-75.72624565,686
GREENBANK RD @ HALF MOON BAY,13185,0.0206,201,85,1.56031E+12,364651.5955,5013125.004,45.25553833,-75.73743986,687
GREENBANK RD @ HWY 417 IC129 RAMP57/IRIS ST,51949,0.0305,800,2,1.54761E+12,360531.309,5023312.494,45.34754435,-75.78878638,688
GREENBANK RD @ KILBIRNIE DR,3775,0.0456,43,9,1.5699E+12,365285.2559,5011656.861,45.24227377,-75.72954585,689
GREENBANK RD @ MONTEREY DR,30301,0.0207,67,21,1.56705E+12,360653.6821,5022452.498,45.33979638,-75.78732194,690
GREENBANK RD @ MONTEREY DR,30811,0.021,60,10,1.55668E+12,360653.6821,5022452.498,45.33979638,-75.78732194,691
GREENBANK RD @ PRINCE OF WALES DR,10975,0.0454,0,6,1.57068E+12,366201.6912,5009543.381,45.2231773,-75.7181343,692
GREENBANK RD @ WEST HUNT CLUB RD,61383,0.0261,1,2,1.54753E+12,361479.677,5020502.479,45.3221839,-75.77700659,693
GREGOIRE RD @ MARVELVILLE RD,3140,0.0553,0,3,1.56584E+12,393290.8371,5008915.361,45.21464493,-75.37335975,694
GREGOIRE RD @ SPRINGHILL RD,2036,0.0707,0,1,1.57405E+12,392478.8396,5010798.372,45.2316882,-75.38336425,695
GREY NUNS DR @ ST. JOSEPH BLVD,18005,0.0202,44,1,1.5477E+12,380155.7354,5036666.59,45.46586149,-75.53633972,696
GREY'S CREEK RD @ STONE SCHOOL RD,935,0.086,0,0,1.57431E+12,381196.7723,5010955.408,45.23441546,-75.52700082,697
GRONINGEN ST @ NONIUS ST,1093,0.0525,29,3,1.57492E+12,353240.1778,5015364.336,45.27656664,-75.88260315,698
HAIG DR @ RUSSELL RD,11191,0.0367,282,3,1.54692E+12,372730.7306,5029659.563,45.40357731,-75.63224705,699
HAIG DR @ WESTON DR,6747,0.024,249,72,1.57051E+12,372362.7236,5028793.55,45.3958209,-75.6370661,700
HALL RD S @ RUSSELL RD,6462,0.0392,2,0,1.57552E+12,384028.7914,5026939.511,45.37791693,-75.4883824,701
HALTON TER @ KLONDIKE RD,4063,0.0468,340,4,1.55487E+12,348632.9448,5023474.906,45.34985031,-75.94060438,702
HAMILTON AVE @ TYNDALL ST,5576,0.0229,303,52,1.5731E+12,365186.7025,5028981.558,45.3981682,-75.72868879,703
HARBISON RD @ MCCORDICK RD,1647,0.0816,0,0,1.57128E+12,361502.6321,5001955.309,45.15529215,-75.77882815,704
HARBOUR ST @ CLIFFORD CAMPBELL ST,1502,0.0916,4,11,1.55435E+12,327321.5732,5036275.682,45.46604587,-76.21199004,705
HARDING RD @ URBANDALE DR,4259,0.0146,49,16,1.56334E+12,373091.7265,5027702.534,45.3859337,-75.62790709,706
HARMER AVE @ ISLAND PARK DR,9017,0.0093,108,45,1.57414E+12,365188.6986,5028144.547,45.39063679,-75.72876575,707
HARRIS PL @ JOAN ST,283,0.0231,6,9,1.56083E+12,364615.7044,5023682.506,45.35053724,-75.73662321,708
BRITTANY DR @ MONTREAL RD,33084,0.0299,679,14,1.54701E+12,371912.7118,5033994.582,45.44266074,-75.64210472,709
HARTHILL WAY @ TARTAN DR,2132,0.0777,87,1,1.55375E+12,362489.6837,5013843.416,45.26218323,-75.76489873,710
BROADHEAD AVE @ CLARE ST,2653,0.0705,83,218,1.57189E+12,363874.6919,5027893.543,45.38849037,-75.74557572,711
BROADVIEW AVE @ DOVERCOURT AVE,6767,0.0327,1085,151,1.57189E+12,362984.69,5027116.538,45.38157349,-75.75703228,712
HAWTHORNE AVE/ISABELLA ST @ QUEEN ELIZABETH DR,28514,0.0164,1433,569,1.57232E+12,368665.7115,5030476.572,45.41131115,-75.68406265,713
BROADVIEW AVE @ PRINCETON AVE,4090,0.018,1398,326,1.57189E+12,362851.6859,5027444.539,45.38453584,-75.75869191,714
HAWTHORNE RD @ LEITRIM RD,21140,0.1414,1,0,1.57604E+12,377038.7617,5022709.502,45.34061303,-75.57823929,715
BRONSON AVE @ CARLING AVE/GLEBE AVE,47695,0.0225,1596,279,1.56826E+12,367447.707,5029335.562,45.40115478,-75.69976711,716
HAWTHORNE RD @ RIDEAU RD,7087,0.1704,0,0,1.55133E+12,378618.7767,5018940.478,45.30653678,-75.55864297,717
BRONSON AVE @ FINDLAY AVE,44058,0.0159,208,204,1.55547E+12,367728.7107,5028661.557,45.39506507,-75.69626404,718
HAWTHORNE RD @ RUSSELL RD,23335,0.1362,20,4,1.54882E+12,374835.7429,5028068.54,45.38905463,-75.60558657,719
BRONSON AVE @ JAMES ST,19599,0.0407,335,35,1.55547E+12,367066.7007,5030241.57,45.40934077,-75.70451902,720
HAZELDEAN RD @ FRINGEWOOD DR,25795,0.0351,76,57,1.56463E+12,350755.6003,5015910.436,45.2816474,-75.91421819,721
BRONSON AVE @ POWELL AVE,24373,0.0272,544,160,1.56524E+12,367387.8789,5029477.214,45.40243467,-75.70051327,722
HAZELDEAN RD @ FRINGEWOOD DR,25111,0.0354,56,78,1.56213E+12,350755.6003,5015910.436,45.2816474,-75.91421819,723
BRONSON AVE @ QUEEN ST,5184,0.0117,488,218,1.57232E+12,366708.6989,5031094.582,45.41704768,-75.70898505,724
HAZELDEAN RD @ HUNTMAR DR/IBER RD,40034,0.0318,95,92,1.56213E+12,350942.5979,5016079.432,45.28315583,-75.911819,725
BRONSON/HERON RAMP 42/BRONSON/HERON RAMP 52 @,10796,0.0294,8,2,1.57492E+12,368751.7168,5026892.536,45.37905527,-75.68342858,726
HAZELDEAN RD @ SWEETNAM DR,24954,0.0371,6,3,1.55487E+12,350475.5863,5015656.441,45.27938012,-75.91781063,727
BROPHY DR @ FOURTH LINE RD,4319,0.107,0,0,1.5712E+12,360738.6398,5005671.337,45.18879088,-75.78812777,728
HAZELDEAN RD/HAZELDEAN RD IC RAMP 62 @ HAZELDE,7460,0.1186,2,0,1.55487E+12,346897.0849,5012420.709,45.25048706,-75.96369501,729
BROPHY DR @ MOODIE DR,4610,0.1585,1,0,1.5712E+12,362746.6601,5006863.342,45.19935462,-75.76243735,730
HEATHERINGTON RD @ FAIRLEA CRES S/ANGELA PRIV,4235,0.0522,510,9,1.55547E+12,371874.7365,5026501.528,45.37524511,-75.64360959,731
BRUIN RD @ CEDARVIEW RD,10377,0.0256,19,8,1.55668E+12,359230.5254,5020937.031,45.32627202,-75.80564634,732
HEMLOCK RD @ THORNWOOD RD,13000,0.0209,27,118,1.57172E+12,370715.7075,5034737.604,45.44946,-75.65730469,733
BURKE ST @ MCBEAN ST,3259,0.0754,74,12,1.5566E+12,357439.6173,5005481.349,45.18733526,-75.83012804,734
HENNEPIN ST @ KENNEVALE DR,4503,0.0368,213,2,1.55305E+12,362268.67,5014468.437,45.2678253,-75.76764241,735
BURRIS LANE @ MERIVALE RD,24178,0.0272,465,13,1.54753E+12,364880.7064,5025067.52,45.36297674,-75.73307319,736
HENRY ST @ LEBRETON ST,2455,0.0119,169,50,1.56826E+12,367074.7098,5029412.559,45.40188086,-75.70452141,737
BURTON RD @ MCVAGH RD,1551,0.1174,0,0,1.57405E+12,392896.8644,5021263.443,45.32579083,-75.37618418,738
HERON RD @ FINN CRT,23684,0.0416,132,3,1.54952E+12,370831.4892,5026945.111,45.3793354,-75.65686869,739
BUTTERFIELD RD/OWLSHEAD RD @ MUNSTER RD,2076,0.0821,31,6,1.5566E+12,348562.5372,5003261.355,45.16796529,-75.94328323,740
HIGH ST @ RICHMOND RD,16010,0.0225,84,39,1.56705E+12,360014.6766,5024375.513,45.35715024,-75.79526016,741
BYRON AVE @ GRANVILLE AVE,5426,0.0124,20,46,1.57466E+12,364492.6972,5028716.552,45.39584325,-75.73758451,742
HIGHBURY PARK DR @ VIA SAN MARINO ST,3832,0.02,15,0,1.55185E+12,363850.3019,5015696.081,45.27874065,-75.74734245,743
BYRON AVE @ HARMER AVE,6093,0.0207,676,109,1.5731E+12,364863.7066,5028888.559,45.3973592,-75.73282533,744
HIGHWAY 15 @ WALTER BRADLEY RD,2237,0.0637,0,0,1.55426E+12,320708.4092,5024901.614,45.3638781,-76.2969269,745
BYRON AVE @ HILLCREST AVE,5071,0.0187,34,173,1.57232E+12,362631.7299,5027773.46,45.38751362,-75.76146193,746
HILLCREST AVE @ TILLBURY AVE,1450,0.0249,54,21,1.57492E+12,362990.6948,5026876.545,45.37941356,-75.7569839,747
HILLMILLAR ST @ OLD MONTREAL RD,2977,0.0379,2,0,1.57414E+12,389714.7784,5042341.578,45.51582179,-75.41313646,748
HINCKS LANE @ RIVERSIDE DR,36377,0.0238,32,13,1.57232E+12,370166.7159,5030205.566,45.40873415,-75.66492404,749
HINTON AVE @ SHERWOOD DR,2400,0.0218,362,46,1.57423E+12,365228.703,5028680.559,45.39545626,-75.72818925,750
HOBBLEBUSH ST @ LONGFIELDS DR,8469,0.0312,134,3,1.57474E+12,364622.6797,5016649.887,45.28725768,-75.73738358,751
HOLITZNER WAY @ LEIKIN DR,6585,0.0259,146,53,1.56031E+12,366720.6507,5017197.67,45.29200489,-75.71057288,752
HOLLAND AVE @ ISLAND PARK DR/N.C.C. DRIVEWAY,23344,0.0307,205,68,1.57414E+12,365425.6976,5027917.535,45.38857371,-75.72576717,753
HOLLAND AVE @ RUSKIN ST,12156,0.0568,228,17,1.55124E+12,365279.7023,5028350.557,45.39248257,-75.72757839,754
HOPEWELL AVE @ SENECA ST,1442,0.0284,299,100,1.55789E+12,368265.26,5028203.884,45.39089864,-75.6894707,755
HUNT CLUB RD @ BRIDLE PATH DR/DAZE ST,48431,0.0419,594,15,1.55305E+12,371291.7289,5023864.504,45.35157362,-75.65140726,756
HUNT CLUB RD @ PIKE ST/MAPLE PARK PRIV,25844,0.0474,16,0,1.54952E+12,373296.7385,5025088.512,45.3623938,-75.62565191,757
HUNT CLUB RD @ RIVERSIDE DR,72173,0.0375,107,231,1.56031E+12,368036.703,5021945.499,45.33460788,-75.6931902,758
HUNTLEY RD @ FALLOWFIELD RD,6919,0.0533,2,6,1.55616E+12,352403.5897,5009615.388,45.22489287,-75.89381587,759
HUNTMAR DR @ OLD CARP RD,3212,0.0281,0,0,1.55478E+12,345200.5718,5022384.491,45.34024454,-75.9844955,760
HUNTMAR DR @ PALLADIUM DR S,20367,0.0191,25,2,1.55487E+12,349675.6066,5017365.436,45.29480973,-75.92785223,761
HUNTMAR DR @ RICHARDSON SIDE RD,13144,0.0419,0,1,1.55487E+12,348208.5853,5018982.463,45.30945242,-75.94641374,762
HUNTSVILLE DR @ TERRY FOX DR,18267,0.0252,2,3,1.55064E+12,348347.1182,5019895,45.31765514,-75.94456691,763
HWY 416 ACRES IC75R24 @ HOLLY ACRES RD,18150,0.0371,7,1,1.54761E+12,358757.674,5022868.498,45.34368795,-75.81146734,764
HWY 416 WESTHUNT IC72R34 @ WEST HUNT CLUB RD,33769,0.0349,0,1,1.54753E+12,359370.8953,5019361.439,45.31208385,-75.80402941,765
HWY 417 INNES IC112R57 @ INNES RD,39670,0.0692,0,1,1.54882E+12,374298.8515,5030754.329,45.41327353,-75.6120638,766
HWY 417 ST.LAURE IC115R51 @ ST. LAURENT BLVD,45050,0.0829,50,11,1.54882E+12,372530.7171,5031410.562,45.41935138,-75.63456115,767
HYDRO RD @ RUSSELL RD,4470,0.1103,0,5,1.57068E+12,375119.7407,5028089.532,45.38921505,-75.60195714,768
INDIAN CREEK RD @ SAUMURE RD,2756,0.0779,0,1,1.57405E+12,401821.9332,5025206.433,45.36008741,-75.26158291,769
INDUSTRIAL AVE @ TRAINYARDS DR,27104,0.0469,166,3,1.54882E+12,371685.9551,5030539.479,45.41159502,-75.64547223,770
INDUSTRIAL AVE/INNES RD @ ST. LAURENT BLVD,58461,0.0631,142,1,1.54882E+12,373099.7274,5030005.567,45.40665458,-75.62748608,771
INNES RD @ 177 W OF ORIENT PARK DR/EMILY CARR,11613,0.0372,218,2,1.54761E+12,378168.5123,5032946.201,45.43259957,-75.56230401,772
INNES RD @ 215 W OF CYRVILLE RD/HOME DEPOT W,52380,0.042,44,3,1.54882E+12,374863.8856,5031000.784,45.41543466,-75.60481062,773
INNES RD @ 260 E OF BELCOURT BLVD/WALMART SC,30382,0.0372,60,1,1.54891E+12,382347.1994,5035398.966,45.45421664,-75.50851905,774
INNES RD @ 473 E OF PAGE RD/BUILDERS' WAREHOUS,26740,0.0368,70,4,1.54891E+12,381300.93,5034781.45,45.44877605,-75.52199021,775
INNES RD @ EASTPARK DR E/RONDEL ST,9693,0.0457,141,6,1.55375E+12,378794.7449,5033314.565,45.43584787,-75.55424609,776
INNES RD @ LANTHIER DR/PRESTWICK DR,40859,0.0228,210,7,1.54753E+12,383540.7631,5035988.564,45.45938785,-75.49316667,777
INNES RD @ PAGE RD,28015,0.0395,171,6,1.54692E+12,380887.749,5034540.555,45.44665376,-75.52730892,778
INVERNESS AVE @ BENSON ST,1852,0.0159,54,29,1.57249E+12,366023.7007,5024436.519,45.35720021,-75.71856245,779
IRIS ST @ LAZARD ST,3833,0.0406,93,48,1.57172E+12,362501.6932,5024594.524,45.35892063,-75.76349381,780
IRIS ST @ NAVAHO DR,4376,0.0408,115,33,1.57172E+12,362884.6874,5024614.526,45.35906898,-75.75860332,781
IRIS ST @ PINECREST SC,17089,0.0338,279,3,1.54761E+12,360639.703,5023382.045,45.34816155,-75.78739537,782
IRIS ST @ TRANSITWAY,9227,0.1678,859,12,1.54813E+12,362011,5024240,45.35577085,-75.76979755,783
ISLAND PARK DR @ BYNG DR,8403,0.0089,69,33,1.57414E+12,364829.6988,5028095.552,45.39022681,-75.73335615,784
IVY CRES @ PUTMAN AVE,511,0.0747,39,5,1.55357E+12,369072.7001,5033960.599,45.44262185,-75.67840892,785
JASPER AVE @ KITCHENER AVE,1960,0.0418,35,17,1.57068E+12,371040.7243,5025796.53,45.36898112,-75.65435139,786
JEANNE D'ARC BLVD @ BORLAND DR/VINETTE CRES,6464,0.0355,125,34,1.56938E+12,381727.7413,5038909.606,45.48587088,-75.51588839,787
JEANNE D'ARC BLVD @ GREY NUNS DR/YOUVILLE DR,27398,0.028,309,0,1.5477E+12,379670.7425,5036700.583,45.46621949,-75.54253583,788
JEANNE D'ARC BLVD @ MONTCERF CRT,23393,0.029,194,3,1.54692E+12,381117.7534,5036286.583,45.46233806,-75.52409808,789
JEANNE D'ARC BLVD @ ORLEANS BLVD N,15701,0.0253,435,141,1.56705E+12,380028.7278,5038105.599,45.47882225,-75.53774336,790
JEANNE D'ARC BLVD @ ORLEANS BLVD S,33015,0.0252,181,2,1.54891E+12,380940.7445,5036250.58,45.46203344,-75.5263668,791
JEANNE D'ARC BLVD @ PADDLER WAY/VORLAGE DR E,9145,0.0394,133,0,1.54891E+12,379612.7238,5037995.598,45.47787725,-75.54308051,792
JEANNE D'ARC BLVD N/OR174 IC105 RAMP63 @ TRANS,17334,0.0463,289,4,1.54891E+12,379342.7316,5037116.593,45.46999751,-75.54666683,793
JOCKVALE RD @ LAMING ST/WEYBRIDGE DR W,8722,0.0234,88,0,1.55116E+12,361915.6749,5015397.436,45.27621326,-75.77203361,794
JOCKVALE RD @ LONGFIELDS DR,18066,0.0326,11,0,1.55116E+12,364829.29,5014001.03,45.26340568,-75.73507025,795
JOCKVALE RD/RIDEAU VALLEY DR @ PRINCE OF WALES,27156,0.0284,0,0,1.5471E+12,366709.6969,5012195.397,45.24699567,-75.71133614,796
JOHN QUINN RD @ MITCH OWENS RD,9130,0.0784,0,0,1.57466E+12,380591.7828,5017701.469,45.2951787,-75.53367562,797
JOHN QUINN RD @ STONE SCHOOL RD,2533,0.0278,0,0,1.57431E+12,382958.7947,5012030.421,45.24389451,-75.50439392,798
JOHN SHAW RD @ KINBURN SIDE RD,1287,0.0943,6,2,1.55418E+12,330192.5079,5028920.592,45.39976338,-76.17565589,799
